Subject ID;Video ID;Attention (Proprietary measure of mental focus);Mediation (Proprietary measure of calmness);Raw (Raw EEG signal);Delta (1-3 Hz of power spectrum);Theta (4-7 Hz of power spectrum);Alpha 1 (Lower 8-11 Hz of power spectrum);Alpha 2 (Higher 8-11 Hz of power spectrum);Beta 1 (Lower 12-29 Hz of power spectrum);Beta 2 (Higher 12-29 Hz of power spectrum);Gamma 1 (Lower 30-100 Hz of power spectrum);Gamma 2 (Higher 30-100 Hz of power spectrum); predefined label (whether the subject is expected to be confused);user-defined label (whether the subject is actually confused)
8000000000000000000,00;9,00E+18;3,50E+19;3,50E+19;6,90E+19;8,54E+23;1,42E+23;1,75E+22;5,91E+21;5,90E+21;1,02E+22;4,44E+21;1,11E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+19;3,70E+19;-4,00E+19;7,60E+23;1,41E+23;3,99E+22;2,56E+22;2,12E+22;2,08E+22;1,64E+22;6,31E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;2,40E+19;1,17E+20;1,63E+24;2,40E+23;2,64E+22;2,42E+22;3,83E+22;1,38E+22;8,16E+21;4,61E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;2,10E+19;-1,10E+19;8,73E+22;6,59E+22;1,00E+22;5,47E+21;1,21E+22;2,22E+21;1,69E+21;1,73E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,40E+19;2,90E+19;-2,27E+20;1,25E+24;4,57E+23;8,92E+22;4,81E+22;1,19E+22;2,17E+22;7,95E+21;3,84E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,00E+19;2,70E+19;1,41E+20;1,84E+23;7,79E+22;2,36E+22;2,81E+21;3,75E+21;7,08E+21;2,48E+21;1,18E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,70E+19;3,00E+19;-5,20E+19;1,09E+23;6,13E+22;5,83E+21;1,02E+22;2,20E+21;7,17E+21;1,89E+21;1,82E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,50E+19;3,80E+19;1,23E+20;6,07E+23;1,22E+23;1,40E+22;6,39E+22;3,66E+22;2,58E+22;9,04E+21;6,21E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+19;3,40E+19;9,30E+19;8,32E+23;8,39E+22;9,64E+21;5,78E+21;2,60E+21;5,08E+21;2,46E+21;1,38E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,90E+19;2,90E+19;9,00E+18;2,36E+24;1,08E+24;1,78E+23;2,06E+23;3,94E+23;4,71E+22;4,28E+22;3,19E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;2,30E+19;3,80E+19;5,60E+23;1,07E+24;1,25E+23;3,18E+22;9,27E+22;7,50E+22;4,77E+22;2,54E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,70E+19;2,30E+19;7,30E+19;3,01E+23;2,11E+23;6,88E+22;3,28E+22;1,60E+22;2,44E+22;1,41E+22;2,19E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,70E+19;4,40E+19;-1,70E+19;4,46E+23;8,15E+22;7,86E+22;5,29E+22;2,18E+22;1,05E+22;7,56E+21;8,03E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;5,40E+19;-2,00E+20;3,16E+24;4,27E+23;3,99E+23;4,68E+22;2,72E+23;4,55E+22;1,80E+22;2,44E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;5,70E+19;1,23E+20;6,03E+23;1,40E+24;1,70E+23;1,21E+23;1,09E+23;7,48E+22;3,39E+22;9,57E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;5,00E+19;1,83E+20;7,00E+23;1,30E+23;2,09E+22;9,57E+21;1,18E+22;1,04E+22;4,72E+21;1,14E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;3,50E+19;8,00E+19;2,70E+23;2,24E+23;4,26E+22;4,29E+22;1,75E+22;2,19E+22;1,17E+22;9,55E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,70E+19;3,70E+19;5,60E+19;1,31E+24;3,31E+22;2,84E+22;2,50E+22;1,48E+22;2,73E+22;7,15E+21;3,19E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;5,40E+19;5,00E+19;-2,69E+20;8,59E+23;1,28E+23;8,48E+22;1,82E+22;2,07E+22;2,43E+22;7,10E+21;3,82E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,00E+19;6,30E+19;1,05E+20;1,37E+24;1,09E+23;3,52E+22;7,08E+22;3,00E+22;2,33E+22;1,35E+22;4,31E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,30E+19;5,30E+19;6,90E+19;1,69E+23;9,41E+22;1,09E+22;4,00E+21;3,63E+21;8,86E+21;5,04E+21;2,30E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+19;4,30E+19;0.000000000000000000e+00;9,11E+23;7,22E+23;1,11E+23;1,47E+23;1,88E+23;5,32E+22;1,80E+22;1,69E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,10E+19;4,00E+19;1,90E+19;6,38E+23;1,34E+23;7,06E+22;1,52E+22;2,37E+22;2,34E+22;1,97E+22;8,01E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+19;2,90E+19;2,60E+19;6,36E+23;3,95E+23;8,17E+22;2,54E+22;1,21E+22;2,32E+22;5,56E+21;4,51E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;3,80E+19;-2,70E+19;4,54E+22;7,25E+22;1,38E+22;1,06E+22;4,88E+21;3,28E+21;2,19E+21;9,96E+20;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,40E+19;5,10E+19;2,80E+19;2,36E+24;6,31E+22;8,93E+22;1,33E+22;2,65E+22;2,51E+22;6,77E+21;7,43E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,70E+19;5,00E+19;1,39E+20;6,88E+23;1,63E+23;6,88E+22;1,26E+22;1,32E+22;1,68E+22;5,68E+21;6,80E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;6,10E+19;8,90E+19;6,80E+23;4,15E+22;1,58E+22;1,76E+22;5,17E+21;2,68E+21;3,05E+21;2,43E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;5,60E+19;-9,70E+19;4,77E+23;3,66E+23;2,58E+22;4,67E+22;1,82E+22;1,28E+22;6,16E+21;7,00E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,00E+18;3,50E+19;1,61E+20;2,94E+23;1,04E+23;1,04E+22;2,17E+21;3,16E+21;2,82E+21;1,40E+21;1,34E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+18;2,40E+19;-5,40E+19;9,31E+23;1,45E+23;1,34E+22;1,84E+22;1,29E+22;1,56E+22;9,01E+21;3,96E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,80E+19;2,30E+19;1,64E+20;1,98E+24;4,92E+23;9,88E+21;9,22E+22;2,95E+22;5,94E+22;5,83E+21;1,23E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;5,30E+19;3,00E+19;-5,20E+19;9,82E+23;1,18E+24;2,09E+23;9,38E+22;1,38E+23;1,28E+23;4,20E+22;4,57E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,30E+19;2,60E+19;-1,03E+20;9,45E+23;5,57E+22;7,54E+21;5,43E+20;5,39E+21;2,66E+21;3,07E+21;1,25E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,40E+19;8,00E+18;-2,20E+19;1,87E+24;2,15E+24;2,13E+23;6,14E+22;6,52E+22;1,73E+23;3,35E+22;4,49E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;1,70E+19;1,83E+20;2,02E+24;2,88E+23;5,30E+22;7,01E+22;3,64E+22;1,82E+22;1,89E+22;1,22E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;3,50E+19;-1,40E+19;7,30E+23;2,94E+22;6,26E+22;1,56E+22;2,51E+22;8,89E+21;6,56E+21;5,49E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+19;5,10E+19;8,30E+19;2,69E+23;3,72E+22;6,70E+21;2,08E+22;9,83E+21;5,25E+21;2,74E+21;9,86E+20;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,70E+19;6,70E+19;7,60E+19;4,42E+23;1,86E+22;1,26E+22;2,98E+21;3,56E+21;7,76E+21;2,01E+21;1,54E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,80E+19;5,70E+19;8,80E+19;1,57E+23;9,13E+23;2,43E+22;1,08E+23;2,81E+22;2,32E+22;1,70E+22;4,92E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;4,00E+19;-1,20E+20;8,39E+23;6,02E+23;4,07E+22;9,73E+22;6,27E+22;2,52E+22;1,53E+22;7,75E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+19;3,40E+19;1,28E+20;1,20E+24;1,14E+23;1,88E+22;2,77E+22;2,72E+22;1,77E+22;1,54E+22;4,76E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;3,80E+19;6,10E+19;2,39E+24;2,61E+23;2,33E+23;2,41E+23;1,61E+23;1,15E+23;3,84E+22;1,29E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;3,40E+19;-9,80E+19;4,75E+23;6,65E+23;3,92E+22;3,20E+22;5,70E+22;1,18E+22;3,61E+21;5,70E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,40E+19;3,70E+19;4,10E+19;1,36E+24;1,20E+23;3,86E+22;1,43E+22;1,65E+22;1,22E+22;3,53E+21;6,35E+20;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,90E+19;4,80E+19;8,50E+19;1,01E+24;4,82E+22;4,59E+22;1,53E+22;1,15E+22;9,08E+21;4,13E+21;2,73E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;3,80E+19;2,10E+19;1,01E+24;4,07E+23;1,88E+23;3,76E+21;6,91E+22;4,44E+22;1,26E+22;1,28E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,70E+19;6,30E+19;-2,00E+18;1,42E+24;5,52E+23;5,21E+23;1,92E+23;1,50E+23;7,41E+22;4,15E+22;2,13E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,70E+19;5,70E+19;2,20E+19;1,03E+24;2,91E+23;4,10E+22;2,24E+22;3,71E+22;1,10E+22;1,60E+22;4,20E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,70E+19;4,80E+19;2,44E+20;1,12E+24;7,01E+23;1,30E+23;1,90E+23;1,01E+23;8,42E+22;6,52E+22;1,16E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;3,70E+19;4,09E+20;1,81E+24;7,16E+23;2,03E+22;8,70E+22;1,21E+23;3,32E+22;4,08E+22;1,14E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;2,00E+19;-1,23E+20;9,09E+23;1,35E+23;1,51E+22;1,39E+22;1,21E+22;7,65E+21;2,28E+21;1,30E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+19;2,90E+19;6,00E+19;8,72E+23;1,22E+23;3,89E+22;2,78E+22;2,21E+22;1,45E+22;5,79E+21;2,73E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;1,00E+19;1,13E+20;1,06E+24;2,20E+23;9,37E+21;3,22E+21;8,94E+21;7,50E+21;9,00E+21;2,17E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;7,00E+18;-8,00E+18;1,01E+24;7,06E+23;3,87E+22;3,09E+22;1,02E+23;4,04E+22;8,55E+21;5,62E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+19;8,00E+18;-7,50E+19;1,07E+24;2,71E+23;3,55E+22;4,43E+22;3,40E+22;3,55E+22;1,51E+22;8,16E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,90E+19;1,00E+18;1,23E+20;7,24E+23;3,50E+23;1,34E+22;4,31E+22;4,81E+22;2,73E+22;6,73E+21;7,73E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;1,00E+19;1,41E+20;3,50E+23;3,47E+23;3,38E+22;3,70E+22;2,44E+22;9,75E+21;2,36E+21;5,15E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;2,10E+19;-6,50E+19;4,59E+23;1,04E+24;2,21E+23;8,28E+22;3,39E+22;6,23E+22;1,76E+22;1,59E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;8,00E+18;1,30E+19;-3,60E+19;5,99E+23;4,04E+23;2,85E+22;2,30E+22;2,97E+22;1,23E+22;3,06E+21;4,40E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,00E+19;1,30E+19;7,50E+19;9,28E+23;4,31E+23;5,28E+22;1,19E+22;1,42E+22;4,27E+22;9,15E+21;7,62E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,10E+19;1,60E+19;1,35E+20;1,31E+24;1,56E+24;3,69E+23;3,79E+22;4,51E+22;5,04E+22;3,95E+22;1,37E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+18;3,00E+19;-2,40E+19;1,23E+24;8,06E+22;6,38E+22;4,99E+22;6,06E+21;4,90E+21;9,58E+21;3,24E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+18;5,30E+19;-1,07E+20;1,00E+24;9,50E+22;9,57E+22;1,89E+22;1,84E+22;5,79E+21;1,34E+22;3,88E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,00E+18;6,10E+19;1,54E+20;6,04E+23;1,23E+23;2,95E+22;1,13E+22;1,17E+22;1,18E+22;6,77E+21;2,38E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;6,90E+19;1,00E+20;3,11E+23;3,70E+22;2,16E+22;3,43E+21;8,99E+20;7,94E+21;1,02E+21;1,04E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,70E+19;5,30E+19;5,30E+19;9,89E+23;1,25E+23;1,22E+22;3,18E+22;1,62E+22;1,59E+22;7,68E+21;1,89E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,00E+19;4,70E+19;-5,70E+19;1,39E+24;6,35E+22;2,70E+22;1,63E+22;1,12E+22;2,08E+22;6,13E+21;2,95E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,60E+19;5,70E+19;7,70E+19;8,42E+23;5,06E+22;6,28E+22;1,05E+22;2,51E+22;1,49E+22;6,92E+21;4,27E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,10E+19;6,60E+19;1,40E+20;1,83E+24;9,53E+22;1,32E+23;3,80E+22;1,94E+22;2,27E+22;2,20E+22;2,94E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;6,30E+19;7,40E+19;-3,00E+18;9,78E+23;1,87E+22;4,89E+21;8,56E+21;3,71E+21;3,65E+21;3,65E+21;1,82E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,40E+19;7,40E+19;-4,90E+19;1,53E+24;1,25E+23;2,53E+22;5,25E+22;1,50E+22;8,53E+21;3,85E+21;4,65E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,90E+19;7,50E+19;7,40E+19;3,34E+23;3,08E+22;2,29E+22;2,05E+22;1,83E+22;2,40E+21;4,33E+21;3,04E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;4,80E+19;2,00E+20;3,15E+23;7,45E+22;4,08E+21;3,76E+21;1,21E+22;3,69E+21;2,14E+21;1,36E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;5,00E+19;-2,80E+19;1,14E+24;1,41E+23;8,03E+22;4,39E+22;3,33E+22;2,64E+22;5,96E+21;8,13E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,70E+19;4,80E+19;-1,00E+18;2,63E+23;2,85E+23;1,12E+23;3,27E+22;2,46E+22;1,71E+22;1,20E+22;5,69E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,50E+19;3,80E+19;9,10E+19;2,05E+24;9,31E+22;2,23E+22;1,52E+22;8,05E+21;1,46E+22;1,93E+21;4,48E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,40E+19;4,40E+19;1,46E+20;2,12E+24;8,33E+22;1,16E+22;3,11E+21;8,31E+21;9,28E+21;1,34E+22;2,03E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,90E+19;4,40E+19;-8,00E+18;6,35E+23;2,82E+23;2,11E+23;9,48E+21;2,94E+22;1,43E+22;8,34E+21;5,00E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,10E+19;4,10E+19;-1,26E+20;1,20E+24;1,59E+23;3,61E+22;2,40E+22;9,58E+21;2,38E+22;7,18E+21;1,75E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,10E+19;4,40E+19;-1,51E+20;2,38E+24;4,16E+23;2,30E+23;3,09E+22;3,89E+22;7,00E+22;2,94E+22;1,26E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,40E+19;4,70E+19;1,87E+20;1,39E+23;6,30E+22;8,38E+21;2,94E+21;2,72E+21;2,17E+21;1,67E+21;4,48E+20;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,00E+19;2,90E+19;7,00E+18;9,44E+23;1,64E+23;7,68E+21;2,22E+22;1,33E+22;1,60E+22;7,39E+21;3,36E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,50E+19;4,40E+19;1,80E+19;1,72E+24;3,18E+23;3,70E+23;1,39E+23;3,26E+22;5,90E+22;3,61E+22;1,50E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,60E+19;3,80E+19;-3,00E+19;6,02E+23;2,09E+23;3,94E+22;1,88E+22;1,81E+22;6,18E+21;8,21E+21;5,14E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,00E+19;4,00E+19;1,38E+20;1,61E+24;1,51E+24;1,31E+23;1,47E+23;4,60E+22;6,52E+22;1,28E+22;1,33E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,40E+19;5,60E+19;-1,10E+19;1,48E+24;7,80E+22;5,30E+22;2,27E+22;1,32E+22;8,45E+21;1,12E+22;5,83E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,00E+18;3,00E+19;4,80E+19;1,35E+23;2,76E+23;2,79E+22;1,07E+22;2,74E+22;6,41E+21;4,54E+21;2,23E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,40E+19;3,40E+19;-1,30E+19;7,54E+23;9,72E+23;2,83E+23;9,06E+22;7,40E+22;1,07E+23;2,70E+22;2,27E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;5,00E+19;8,20E+19;1,63E+24;3,86E+23;3,48E+22;3,61E+23;3,65E+22;7,55E+22;3,58E+22;1,69E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,40E+19;4,10E+19;3,12E+20;1,47E+24;5,84E+23;1,99E+23;3,37E+22;6,88E+22;1,56E+22;2,79E+22;1,36E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,70E+19;5,70E+19;7,40E+19;8,55E+23;1,90E+23;9,09E+22;6,16E+22;2,85E+22;2,38E+22;7,71E+21;1,34E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,60E+19;5,10E+19;1,00E+19;3,75E+23;2,11E+22;3,02E+21;2,16E+21;6,35E+21;1,62E+21;9,29E+20;1,11E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;3,70E+19;9,20E+19;1,66E+24;8,35E+23;3,40E+22;1,34E+23;6,35E+22;8,78E+22;1,97E+22;1,39E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,30E+19;2,40E+19;1,16E+20;9,41E+23;6,71E+23;3,90E+22;6,39E+22;4,40E+22;8,12E+22;2,91E+22;5,61E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,80E+19;1,30E+19;1,30E+19;1,08E+24;3,91E+23;7,72E+22;1,70E+22;4,27E+22;2,15E+22;2,88E+22;1,12E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,50E+19;3,80E+19;6,90E+19;5,95E+23;5,42E+22;1,08E+23;3,74E+22;1,40E+22;1,04E+22;6,73E+21;3,19E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,70E+19;3,50E+19;5,30E+19;1,45E+23;3,83E+22;3,63E+21;2,15E+21;4,93E+21;1,90E+21;1,50E+21;1,01E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,60E+19;2,90E+19;3,37E+20;6,41E+23;1,20E+24;2,82E+22;7,39E+22;2,75E+22;4,71E+22;2,20E+22;1,42E+22;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;3,50E+19;5,40E+19;1,02E+24;5,10E+22;1,77E+22;6,34E+21;1,11E+22;5,47E+21;7,05E+21;3,20E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;1,40E+19;1,60E+19;5,10E+19;7,37E+23;2,12E+23;3,48E+22;3,31E+22;7,65E+21;9,10E+21;5,04E+21;3,65E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;7,00E+18;2,10E+19;7,10E+19;1,29E+24;5,22E+23;7,56E+22;4,25E+22;1,45E+22;1,40E+22;6,78E+21;6,63E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;4,30E+19;8,90E+19;3,76E+23;4,77E+22;3,20E+22;1,22E+22;8,71E+21;1,50E+22;1,28E+22;4,75E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,10E+19;3,00E+19;6,00E+19;8,00E+23;1,57E+23;1,20E+22;4,84E+21;9,39E+21;9,93E+21;9,02E+21;5,15E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;3,40E+19;3,70E+19;-4,90E+19;1,55E+24;1,20E+23;5,63E+22;4,19E+22;1,62E+22;1,74E+22;9,87E+21;4,79E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;4,10E+19;4,10E+19;0.000000000000000000e+00;6,27E+23;8,39E+22;1,43E+22;1,46E+22;8,89E+21;5,18E+21;5,58E+21;4,57E+21;1,00E+18;1,00E+18
8000000000000000000,00;9,00E+18;2,30E+19;5,00E+19;2,40E+19;3,10E+23;6,96E+22;6,67E+22;3,33E+22;9,10E+21;5,31E+21;9,60E+21;4,55E+21;1,00E+18;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,90E+19;5,30E+19;-5,06E+20;1,18E+24;4,18E+22;2,60E+22;2,80E+22;7,73E+21;3,15E+22;1,31E+22;1,60E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,10E+19;5,30E+19;-1,84E+20;2,67E+24;2,50E+23;4,80E+22;1,45E+23;4,53E+22;7,17E+22;4,38E+22;8,78E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,10E+19;6,70E+19;3,26E+20;1,70E+24;3,96E+23;7,73E+21;3,33E+23;8,76E+21;6,21E+22;9,87E+22;4,78E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,30E+19;7,70E+19;-9,00E+18;9,76E+22;5,66E+21;1,44E+22;4,29E+21;6,72E+20;3,12E+22;2,34E+21;2,25E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,70E+19;7,00E+19;-6,80E+19;1,64E+24;7,01E+22;1,83E+22;5,04E+22;1,22E+22;8,31E+22;9,77E+21;1,96E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,30E+19;7,40E+19;9,00E+18;8,57E+23;4,60E+22;1,12E+22;3,79E+22;5,15E+21;2,44E+22;1,59E+22;2,30E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,00E+19;6,70E+19;-8,00E+18;5,27E+23;1,65E+23;4,99E+22;3,30E+22;3,98E+21;1,52E+22;2,18E+22;1,87E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,70E+19;6,00E+19;-3,30E+19;1,04E+23;1,50E+22;3,29E+21;5,09E+21;1,13E+21;2,75E+22;9,44E+20;4,58E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,00E+19;5,60E+19;1,72E+20;4,36E+23;8,46E+21;3,91E+21;4,67E+21;7,47E+21;1,48E+22;4,44E+21;1,37E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,30E+19;5,10E+19;2,30E+19;1,83E+23;1,75E+22;5,04E+21;3,12E+21;3,13E+21;3,20E+21;1,17E+22;1,92E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,70E+19;6,10E+19;-6,90E+19;1,63E+24;9,37E+22;1,65E+23;1,85E+23;4,73E+22;1,15E+23;5,92E+22;2,05E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,00E+19;7,00E+19;-4,00E+18;2,63E+24;2,28E+23;2,39E+22;2,10E+23;7,86E+22;8,93E+22;1,94E+23;1,03E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,40E+19;6,70E+19;-1,82E+20;8,27E+23;1,13E+23;1,57E+22;2,46E+22;9,26E+21;6,51E+22;6,92E+21;1,31E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,40E+19;6,70E+19;1,20E+19;2,38E+24;5,11E+22;2,62E+22;2,83E+22;6,12E+21;3,64E+22;1,48E+22;2,59E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,30E+19;6,70E+19;-7,70E+19;1,07E+24;1,31E+23;4,63E+22;1,31E+22;1,59E+22;2,13E+22;1,05E+22;1,70E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,10E+19;4,70E+19;5,10E+19;6,02E+23;1,04E+23;5,18E+21;1,52E+22;6,60E+21;2,90E+22;1,56E+22;1,20E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;5,10E+19;2,89E+20;7,64E+23;1,91E+23;1,33E+23;1,75E+23;5,00E+22;5,97E+22;1,06E+23;3,93E+21;0.000000000000000000e+00;1,00E+18
